City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,manokwari,-0.8667,134.0833,26.51,75,91,1.12,ID,1737756155
353,pyapon,16.2833,95.6833,18.46,80,95,2.86,MM,1737756156
354,bikenibeu village,1.3673,173.1241,27.98,74,20,5.66,KI,1737756157
355,mecca,21.4267,39.8261,20.64,57,6,2.73,SA,1737756158
356,conception bay south,47.4999,-52.9981,-3.42,85,89,4.9,CA,1737756160
357,quimili,-27.6333,-62.4167,39.14,26,79,0.92,AR,1737756161
358,sinjai,-5.1241,120.253,23.66,91,100,1.51,ID,1737756162
359,taltal,-25.4,-70.4833,21.46,70,35,2.4,CL,1737756031
360,gemena,3.25,19.7667,24.74,49,93,0.36,CD,1737756164
361,edson,53.5835,-116.4356,0.08,43,75,7.2,CA,1737756166
362,anta,25.15,76.3,12.04,43,0,1.12,IN,1737756167
363,ishigaki,24.3448,124.1572,20.07,83,20,5.66,JP,1737756168
364,nagqu,31.5,92.0,-12.41,19,0,1.24,CN,1737756169
365,manicore,-5.8092,-61.3003,25.78,92,41,0.6,BR,1737756170
366,nar'yan-mar,67.6713,53.087,-23.22,100,100,3.05,RU,1737756172
367,khandyga,62.6667,135.6,-24.25,100,96,1.19,RU,1737756173
368,zhengjiatun,43.5064,123.5064,-10.11,78,0,2.03,CN,1737756174
369,cole harbour,44.6724,-63.4751,-6.02,62,40,9.26,CA,1737756175
370,port macquarie,-31.4333,152.9167,23.93,71,43,1.34,AU,1737756176
371,mongo,12.1844,18.693,23.43,18,0,3.04,TD,1737756178
372,kindu,-2.95,25.95,20.08,95,80,0.85,CD,1737756179
373,pyt-yakh,60.7499,72.8582,-9.3,93,100,4.9,RU,1737756180
374,smithers,54.7804,-127.1743,-0.82,86,20,0.0,CA,1737756130
375,saldanha,-33.0117,17.9442,21.03,94,0,5.97,ZA,1737756182
376,namanga,-2.5433,36.7905,19.54,67,2,2.07,KE,1737756184
377,ulan bator,47.9077,106.8832,-12.93,66,40,5.0,MN,1737756012
378,pontian kechil,1.4866,103.3896,23.87,95,100,2.0,MY,1737756186
379,laojunmiao,39.8333,97.7333,-12.55,82,73,8.63,CN,1737756187
380,singkil,-7.9855,111.4161,24.02,90,100,1.79,ID,1737756189
381,susuman,62.7833,148.1667,-38.69,100,98,0.5,RU,1737756190
382,hammerfest,70.6634,23.6821,-6.75,79,20,1.54,NO,1737756191
383,luorong,24.4058,109.6086,18.63,84,100,1.11,CN,1737756192
384,bhimunipatnam,17.8833,83.4333,18.73,73,37,1.52,IN,1737756193
385,okhotsk,59.3833,143.3,-15.9,84,100,2.02,RU,1737755903
386,dryden,49.7833,-92.7503,-10.84,85,100,5.14,CA,1737756196
387,ebon,4.582,168.6964,25.11,90,100,5.26,MH,1737756197
388,ulaangom,49.9811,92.0667,-25.3,61,3,2.53,MN,1737756199
389,mazagao,-0.115,-51.2894,23.31,96,100,1.69,BR,1737756201
390,kisangani,0.5167,25.2,22.86,80,65,1.24,CD,1737756202
391,ingeniero jacobacci,-41.3427,-69.5448,24.58,15,28,8.33,AR,1737756203
392,vrangel',42.7297,133.0839,-5.9,57,0,3.17,RU,1737756204
393,ambon,-3.6954,128.1814,30.02,100,98,1.76,ID,1737756206
394,ayorou,14.7308,0.9174,23.89,17,21,3.92,NE,1737756207
395,carlsbad,33.1581,-117.3506,23.93,20,0,5.14,US,1737756208
396,skovorodino,53.9833,123.9167,-18.07,98,100,0.44,RU,1737756209
397,sept-iles,50.2001,-66.3821,-9.97,64,20,5.14,CA,1737756053
398,la cumbre,-30.982,-64.4914,26.77,63,44,3.43,AR,1737756212
399,tenkodogo,11.78,-0.3697,26.05,12,35,3.85,BF,1737756213
400,sassandra,4.95,-6.0833,25.97,85,23,2.39,CI,1737756214
401,mata-utu,-13.2816,-176.1745,28.42,76,30,6.17,WF,1737756215
402,codrington,-38.2667,141.9667,16.53,79,100,2.3,AU,1737756217
403,eregli,37.5133,34.0467,4.33,47,8,1.14,TR,1737756218
404,gutierrez zamora,20.45,-97.0833,11.97,79,100,4.03,MX,1737756219
405,baro,8.6,6.4167,28.97,18,39,0.87,NG,1737756220
406,rio bueno,-40.3167,-72.9667,21.88,38,33,3.54,CL,1737756221
407,anacortes,48.5126,-122.6127,7.48,72,0,6.69,US,1737756222
408,geraldton,-28.7667,114.6,23.23,78,100,4.63,AU,1737756224
409,al burayqah,30.4062,19.5739,17.55,56,3,3.78,LY,1737756225
410,merizo village,13.2658,144.6691,27.43,77,27,6.72,GU,1737756226
411,kapuskasing,49.4169,-82.4331,-13.95,78,100,5.14,CA,1737756227
412,beaudesert,-27.9833,152.9833,28.19,100,100,2.28,AU,1737756228
413,pelabuhanratu,-6.9875,106.5514,25.62,85,99,0.44,ID,1737756230
414,yelizovo,53.1873,158.3805,-12.92,66,0,5.0,RU,1737756231
415,nong chik,6.8436,101.178,23.54,93,45,2.43,TH,1737756232
416,nyurba,63.2842,118.3319,-24.48,87,91,4.79,RU,1737756233
417,mili,6.0815,171.735,26.89,82,100,9.8,MH,1737756235
418,paoua,7.2427,16.4406,22.69,19,0,0.76,CF,1737756236
419,kargopol',61.5071,38.9456,-1.6,95,100,4.56,RU,1737756237
420,tarkwa,5.3064,-1.9847,24.71,88,90,2.19,GH,1737756032
421,guerrero negro,27.9769,-114.0611,22.97,11,25,3.54,MX,1737755954
422,ponta delgada,37.7333,-25.6667,13.4,71,20,2.57,PT,1737756242
423,fort bragg,35.139,-79.006,6.06,37,0,3.09,US,1737756243
424,fortuna,40.5982,-124.1573,12.42,87,0,6.17,US,1737756244
425,sur,22.5667,59.5289,18.76,48,0,3.88,OM,1737756245
426,illapel,-31.6308,-71.1653,25.02,36,0,3.35,CL,1737756247
427,san ramon,37.7799,-121.978,16.49,55,0,3.09,US,1737756248
428,zaozersk,69.4005,32.4476,-15.59,99,81,4.04,RU,1737756249
429,beijing,39.9075,116.3972,-7.06,68,85,0.7,CN,1737756001
430,mkushi,-13.6202,29.3939,16.57,99,98,1.74,ZM,1737756252
431,janakpur,26.7183,85.9065,11.32,75,0,2.11,NP,1737756253
432,kalachinsk,55.0529,74.5751,-15.34,79,100,7.33,RU,1737756254
433,trairi,-3.2778,-39.2689,25.45,80,8,2.98,BR,1737756255
434,scheveningen,52.1046,4.2756,8.87,86,100,3.6,NL,1737756256
435,sofifi,0.7349,127.576,26.61,86,98,1.39,ID,1737756258
436,al majaridah,19.1236,41.9111,22.74,73,12,0.87,SA,1737756259
437,loncoche,-39.3667,-72.6333,21.69,44,31,3.3,CL,1737756260
438,port antonio,18.18,-76.4612,26.29,75,3,2.6,JM,1737756261
439,new norfolk,-42.7826,147.0587,14.95,67,100,1.64,AU,1737756262
440,richards bay,-28.783,32.0377,23.83,94,0,1.47,ZA,1737756264
441,port douglas,-16.4833,145.4667,28.26,77,100,1.97,AU,1737756265
442,syriam,16.7722,96.2378,21.06,83,54,1.03,MM,1737756266
443,saint-philippe,-21.3585,55.7679,25.83,79,85,4.93,RE,1737756267
444,jishui,33.7333,115.4,4.7,79,100,4.79,CN,1737756268
445,ermenek,36.6404,32.8918,2.08,91,84,1.24,TR,1737756271
446,remire-montjoly,4.9167,-52.2667,25.02,94,75,0.51,GF,1737756272
447,oneonta,42.4529,-75.0638,-5.4,81,99,3.16,US,1737756273
448,banda aceh,5.5577,95.3222,24.63,89,100,1.96,ID,1737756274
449,mityana,0.4175,32.0228,19.38,69,42,1.45,UG,1737756276
450,ephraim,39.3597,-111.5863,5.45,34,51,1.88,US,1737756277
451,itabirito,-20.2533,-43.8014,21.62,84,100,1.8,BR,1737756278
452,butembo,0.15,29.2833,14.8,94,96,1.36,CD,1737756279
453,leteri,24.05,77.4,12.55,40,0,2.33,IN,1737756281
454,sangre grande,10.5835,-61.1177,28.98,77,3,3.31,TT,1737756282
455,tabou,4.423,-7.3528,26.51,79,7,3.19,CI,1737756283
456,miri,4.4148,114.0089,24.08,94,40,1.54,MY,1737756284
457,sergeyevka,53.88,67.4158,-16.04,74,100,6.54,KZ,1737756285
458,amga,60.8953,131.9608,-19.39,99,100,1.02,RU,1737756287
459,alice springs,-23.7,133.8833,24.75,33,16,0.0,AU,1737756288
460,twon-brass,4.3151,6.2418,27.56,83,100,5.6,NG,1737756289
461,rongelap,11.1635,166.8941,26.47,67,33,8.75,MH,1737756290
462,yaring,6.8662,101.3689,23.55,93,45,2.39,TH,1737756291
463,opuwo,-18.0607,13.84,20.46,61,98,3.9,NA,1737756293
464,pinckneyville,38.0803,-89.382,0.19,43,9,3.21,US,1737756294
465,tazovsky,67.4667,78.7,-18.07,96,100,5.68,RU,1737756295
466,medicine hat,50.0501,-110.6683,-1.76,72,100,9.26,CA,1737756296
467,jianshui,23.6363,102.8264,10.99,56,0,2.27,CN,1737756297
468,porto-vecchio,41.591,9.2795,3.81,100,0,1.54,FR,1737756299
469,smara,26.7384,-11.6719,15.51,76,0,5.68,EH,1737756300
470,gizo,-8.103,156.8419,28.5,74,100,2.85,SB,1737756301
471,alaghsas,17.0187,8.0168,20.1,19,3,6.28,NE,1737756302
472,meadow lake,34.8014,-106.5436,5.47,13,0,0.82,US,1737756303
473,hirara,24.8,125.2833,19.92,94,75,5.14,JP,1737756305
474,hami,42.8,93.45,-8.91,54,100,5.21,CN,1737756306
475,katsuura,35.1333,140.3,7.83,88,100,10.56,JP,1737756307
476,hasaki,35.7333,140.8333,7.91,83,100,10.97,JP,1737756308
477,lagunillas,10.1301,-71.2595,29.99,58,0,2.79,VE,1737756309
478,xilin hot,43.9667,116.0333,-16.21,92,76,2.02,CN,1737756311
479,vilyuysk,63.7553,121.6247,-26.43,97,96,2.79,RU,1737756312
480,ust-tsilma,65.441,52.1498,-18.5,98,95,1.56,RU,1737756313
481,hung yen,20.65,106.0667,18.42,95,14,0.66,VN,1737756314
482,tot'ma,59.9747,42.7642,-5.15,94,100,4.12,RU,1737756317
483,glace bay,46.1969,-59.957,-6.59,80,92,4.47,CA,1737756318
484,merritt island,28.5392,-80.672,12.78,59,0,6.17,US,1737756319
485,jawhar,2.7809,45.5005,22.15,81,1,6.68,SO,1737756321
486,mangalore,12.8667,74.8833,24.48,78,2,2.57,IN,1737756322
487,gdov,58.7406,27.8122,1.74,81,100,4.75,RU,1737756323
488,langres,47.8333,5.3333,6.15,78,99,6.94,FR,1737756324
489,taulaga,-11.0553,-171.0883,28.15,76,9,8.03,AS,1737756325
490,fisterra,42.9049,-9.2629,12.87,91,100,4.58,ES,1737756327
491,qamdo,31.1667,97.2333,-5.46,60,75,1.86,CN,1737756328
492,troitskoye,52.9821,84.6757,-23.48,96,100,2.85,RU,1737756329
493,mangrol,21.1167,70.1167,18.4,47,0,5.62,IN,1737756330
494,borogontsy,62.6683,131.1683,-24.28,99,85,2.16,RU,1737756331
495,silly,50.6355,3.9632,6.73,94,100,2.06,BE,1737756333
496,bomdila,27.25,92.4,-3.13,96,53,2.09,IN,1737756334
497,aripuana,-9.1667,-60.6333,25.61,90,44,0.85,BR,1737756335
498,klyuchi,52.2667,79.1667,-20.8,82,100,5.19,RU,1737756338
499,shama junction,5.0087,-1.6301,26.35,83,49,2.9,GH,1737756339
500,nouadhibou,20.931,-17.0347,18.99,63,0,9.77,MR,1737756340
501,karymskoye,51.6167,114.35,-12.03,88,100,1.97,RU,1737756341
502,issia,6.4922,-6.5856,21.88,90,65,1.2,CI,1737756342
503,mar del plata,-38.0023,-57.5575,22.19,78,50,3.13,AR,1737756243
504,ghardaia,32.4909,3.6735,16.64,25,40,0.0,DZ,1737756348
505,ketchikan,55.3422,-131.6461,7.26,82,100,4.12,US,1737756349
506,likisa,-8.6695,125.6875,20.12,88,98,1.85,TL,1737756350
507,juan griego,11.0817,-63.9655,26.05,77,1,5.38,VE,1737756351
508,mhamid,29.82,-5.72,15.16,18,1,3.78,MA,1737756353
509,buala,-8.145,159.5921,27.98,78,90,3.0,SB,1737756354
510,kailua-kona,19.6406,-155.9956,28.49,58,14,2.68,US,1737756220
511,pariaman,-0.619,100.12,25.03,90,100,2.72,ID,1737756356
512,vizinga,61.0749,50.1031,-9.29,95,90,3.01,RU,1737756358
513,socorro,31.6546,-106.3033,10.27,13,20,0.0,US,1737756359
514,baker city,44.7749,-117.8344,2.69,53,11,6.0,US,1737756061
515,hanzhong,33.0728,107.0303,3.85,80,100,1.7,CN,1737756262
516,korolevo,48.1525,23.1366,4.22,94,97,0.89,UA,1737756362
517,fuding,27.3273,120.214,9.72,93,83,0.32,CN,1737756364
518,lichuan,30.3,108.85,4.58,94,100,1.53,CN,1737756366
519,mahdia,35.5047,11.0622,14.86,86,0,2.36,TN,1737756367
520,greenville,35.6127,-77.3663,3.97,52,0,0.0,US,1737756370
521,raja,8.4596,25.678,21.86,20,18,2.11,SS,1737756371
522,prince rupert,54.3161,-130.3201,7.05,81,0,5.14,CA,1737756372
523,green river,41.5286,-109.4662,-2.68,65,100,9.45,US,1737756373
524,adh dhibiyah,24.5014,45.9686,13.77,49,4,3.28,SA,1737756375
525,phan rang-thap cham,11.5667,108.9833,19.61,90,100,1.4,VN,1737756376
526,karratha,-20.7377,116.8463,30.57,78,5,4.53,AU,1737756378
527,colonia,50.9333,6.95,10.13,86,75,5.14,DE,1737756381
528,alapayevsk,57.8516,61.6963,-10.83,87,86,4.11,RU,1737756383
529,heunghae,36.1125,129.3522,5.34,79,100,6.19,KR,1737756385
530,shache,38.4167,77.2406,-3.46,45,0,2.04,CN,1737756386
531,kemerovo,55.3333,86.0833,-23.17,77,100,6.0,RU,1737756387
532,olavarria,-36.8927,-60.3225,34.41,12,0,6.77,AR,1737756388
533,bukama,-9.2,25.85,20.12,97,100,0.24,CD,1737756390
534,laguna,38.421,-121.4238,17.84,48,0,4.12,US,1737756391
535,pechora,65.1472,57.2244,-21.15,100,99,1.87,RU,1737756392
536,thunder bay,48.4001,-89.3168,-8.01,49,75,3.6,CA,1737756393
537,smirnykh,49.75,142.8333,-18.02,93,9,2.05,RU,1737756394
538,mohale's hoek,-30.1514,27.4769,19.71,70,0,3.03,LS,1737756396
539,kalaleh,37.3807,55.4916,2.78,87,0,0.0,IR,1737756397
540,kurumkan,54.3,110.3,-22.64,88,17,2.85,RU,1737756398
541,nuzvid,16.7833,80.85,16.6,93,0,0.38,IN,1737756399
542,ha giang,22.8333,104.9833,17.31,93,99,0.29,VN,1737756400
543,goundam,16.4145,-3.6708,24.66,13,69,3.79,ML,1737756402
544,namsos,64.4662,11.4957,-0.05,93,100,11.32,NO,1737756403
545,ujae,8.9322,165.7642,27.35,76,87,9.82,MH,1737756404
546,weligama,5.9667,80.4167,25.51,93,100,2.13,LK,1737756405
547,cessnock,-32.8333,151.35,19.39,69,100,1.22,AU,1737756406
548,akureyri,65.6835,-18.0878,-1.08,99,100,1.86,IS,1737756408
549,guichon,-32.35,-57.2,23.18,90,54,10.5,UY,1737756409
550,sungai penuh,-2.0833,101.3833,19.13,96,100,1.02,ID,1737756410
551,gamboula,4.1178,15.1393,27.3,33,87,0.85,CF,1737756411
552,pacific grove,36.6177,-121.9166,16.61,78,0,3.13,US,1737756412
553,dzhalagash,45.0833,64.6667,-10.4,70,60,8.96,KZ,1737756414
554,amuntai,-2.4177,115.2494,23.0,97,100,0.28,ID,1737756415
555,sainte-anne-des-monts,49.124,-66.4924,-9.95,82,100,8.44,CA,1737756416
556,senanga,-16.1167,23.2667,20.69,86,80,0.98,ZM,1737756417
557,kanniyakumari,8.0833,77.5667,25.01,72,87,11.36,IN,1737756419
558,san carlos de bariloche,-41.1456,-71.3082,18.36,34,100,4.95,AR,1737756420
559,weno,7.4515,151.8468,27.51,81,79,6.93,FM,1737756422
560,telimele,10.9167,-13.3333,22.16,58,1,1.26,GN,1737756424
561,walvis bay,-22.9575,14.5053,18.72,86,38,2.66,NA,1737756425
562,constitucion,-35.3333,-72.4167,19.2,60,1,8.44,CL,1737756184
563,fort stockton,30.894,-102.8793,17.87,10,0,5.66,US,1737756427
564,horta,38.5333,-28.6333,13.8,69,40,7.72,PT,1737756428
565,russkaya polyana,49.417,31.9201,3.67,89,100,2.12,UA,1737756430
566,vikulovo,56.8167,70.6107,-12.88,82,100,7.55,RU,1737756431
567,gobabis,-22.45,18.9667,28.25,26,83,5.73,NA,1737756432
568,rota,36.6224,-6.3586,15.12,100,0,1.54,ES,1737756433
569,zimovniki,47.1483,42.4633,0.57,99,100,1.36,RU,1737756434
570,dhanera,24.5167,72.0167,14.66,32,0,3.65,IN,1737756436
